dataset_id,lab_dataset_id,shortname,cite,shortcite
0,pomper_saffran_2016,pomper_saffran_2016,"Pomper, R., & Saffran, J. R. (2016). Roses Are Red, Socks Are Blue: Switching Dimensions Disrupts Young Children’s Language Comprehension. Plos one, 11(6), e0158459.
Chicago",Pomper & Saffran (2016)
