experimenter,RA,location,study name,IRB_protocol,subid,study version,gender,hisp,ethnicity,english,numlang,parented,othered,premie,xcalib,ycalib,consent,age,agegroup,exclude,notes,,
AEN,AEN,CDM,negtracker,19960,120812_07,5_4,female,no,white,100,1,6,4,no,1.7275,0.5675,0,2.039698836,2,0,,,
AEN,AEN,CDM,negtracker,19960,120812_08,5_4,female,yes,other,90,2,6,6,yes,0.4525,1.76,1,2.171115674,2,0,,,
AEN,AEN,CDM,negtracker,19960,120812_09,5_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5375,0.8825,0,NaN,NaN,2,no data (early fussing),,
AEN,AEN,CDM,negtracker,19960,120812_10,5_4,female,yes,other,75,2,6,6,no,0.5625,0.9025,1,3.761806982,3,0,,,
AEN,AEN,CDM,negtracker,19960,120812_11,5_4,male,no,asian,90,1,6,3,no,2.7125,4.7575,1,2.308008214,2,0,,,
AEN,AEN,CDM,negtracker,19960,120812_12,5_4,female,no,asian,25,1,4,4,no,1.105,0.6075,1,3.285420945,3,1,no english,,
AEN,AEN,CDM,negtracker,19960,120812_13,5_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,2,no data (early fussing),,
AEN,AEN,CDM,negtracker,19960,120812_14,5_4,female,NaN,other,100,2,2,6,no,5.985,3.9225,1,4.038329911,4,0,,,
AEN,AEN,CDM,negtracker,19960,121112_01,5_3,female,yes,white,100,1,4,4,no,0.945,0.42,1,1.097878166,1,0,,,
AEN,AEN,CDM,negtracker,19960,121112_02,5_3,female,no,pacific,100,1,5,4,no,0.8025,0.5175,1,1.80971937,1,0,,,
AEN,AEN,CDM,negtracker,19960,121112_03,5_3,male,yes,white,50,2,6,2,no,0.5625,0.835,1,2.913073238,2,1,no english,,
AEN,AEN,CDM,negtracker,19960,121112_04,5_3,female,no,white,100,1,5,4,no,0.4775,1.1575,1,3.863107461,3,0,,,
AEN,AEN,CDM,negtracker,19960,121112_05,5_3,male,no,white,100,1,6,4,no,2.4075,3.535,1,2.6091718,2,0,,,
AEN,AEN,CDM,negtracker,19960,121112_06,5_3,female,no,white,100,1,6,4,no,0.4175,0.9625,1,2.299794661,2,0,,,
AEN,AEN,CDM,negtracker,19960,121112_07,5_4,male,no,white,100,1,4,4,no,2.4425,1.2025,1,2.7816564,2,0,,,
AEN,AEN,CDM,negtracker,19960,121112_08,5_4,male,no,other,100,1,6,6,no,5.4525,1.895,1,3.575633128,3,0,,,
AEN,AEN,CDM,negtracker,19960,121112_09,5_4,female,yes,other,90,2,4,3,no,0.48,1.215,0,3.258042437,3,0,,,
AEN,AEN,CDM,negtracker,19960,121112_10,5_4,female,NaN,white,100,1,6,6,no,2.375,2.3075,1,3.244353183,3,0,,,
AEN,AEN,CDM,negtracker,19960,121112_11,5_4,female,no,asian,50,2,4,2,no,0.7825,1.13,1,12.38329911,12,1,"no english, and also the age is definitely wrong.",,
AEN,AEN,CDM,negtracker,19960,121212_01,5_3,male,no,white,100,1,4,4,yes,1.3125,1.6975,1,3.92881588,3,0,,,
AEN,AEN,CDM,negtracker,19960,121212_02,5_3,male,yes,other,100,2,5,6,no,2.9825,2.245,1,2.592744695,2,0,,,
AEN,AEN,CDM,negtracker,19960,121212_03,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,no data (early fussing),,
AEN,AEN,CDM,negtracker,19960,121212_04,5_1,male,no,asian,90,2,6,6,no,0.955,1.3475,1,3.638603696,3,0,,,
AEN,AEN,CDM,negtracker,19960,121212_05,5_1,female,no,other,100,3,6,3,no,1.17,1.09,1,3.915126626,3,0,,,
AEN,AEN,CDM,negtracker,19960,121212_06,5_2,male,no,white,100,3,6,6,no,5.71,1.955,1,3.876796715,3,0,,,
AEN,AEN,CDM,negtracker,19960,121212_07,5_2,female,no,white,100,1,4,4,no,0.8425,1.785,1,3.206023272,3,0,,,
AEN,AEN,CDM,negtracker,19960,121212_08,5_2,male,yes,white,100,2,6,6,no,0.555,1.27,1,3.285420945,3,0,,,
AEN,AEN,CDM,negtracker,19960,121212_09,5_2,female,no,white,90,2,4,4,no,0.4675,0.9175,1,2.64476386,2,0,,,
AEN,AEN,CDM,negtracker,19960,121212_10,5_4,male,no,asian,75,2,6,6,no,0.8325,0.9325,1,2.19028063,2,0,,,
AEN,AEN,CDM,negtracker,19960,121312_01,5_3,male,no,other,75,2,4,4,no,0.6,1.2975,0,2.116358658,2,0,,,
AEN,AEN,CDM,negtracker,19960,121312_02,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5025,1.915,1,NaN,NaN,1,no english,,
AEN,AEN,CDM,negtracker,19960,121312_03,5_3,male,no,white,100,1,6,6,no,0.7775,1.265,1,1.768651608,1,0,,,
AEN,AEN,CDM,negtracker,19960,121312_04,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,no data (early fussing),,
AEN,AEN,CDM,negtracker,19960,121312_05,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.415,0.405,1,NaN,NaN,2,no data (early fussing),,
AEN,AEN,CDM,negtracker,19960,121312_06,5_3,male,no,asian,75,2,4,6,no,1.3975,0.7675,0,2.075290897,2,0,,,
AEN,AEN,CDM,negtracker,19960,121312_07,5_2,male,no,white,100,2,6,6,no,0.9475,1,0,3.75633128,3,0,,,
AEN,AEN,CDM,negtracker,19960,121312_08,5_4,female,no,white,100,1,2,2,no,5.02,6.0225,1,2.001368925,2,0,,,
AEN,AEN,CDM,negtracker,19960,011113_01,5_3,male,no,white,100,1,6,4,no,2.89,3.8775,1,3.310061602,3,0,,,
AEN,AEN,CDM,negtracker,19960,011113_02,5_3,male,no,white,100,1,6,6,no,0.4475,0.4175,1,3.608487337,3,0,,,
AEN,AEN,CDM,negtracker,19960,011113_03,5_3,male,no,white,100,1,6,6,no,0.51,0.7475,0,4.301163587,4,0,,,
AEN,AEN,CDM,negtracker,19960,011113_04,5_3,male,no,other,100,2,4,4,no,1.8075,2.7725,0,3.252566735,3,0,,,
AEN,AEN,CDM,negtracker,19960,011113_05,5_3,male,no,asian,100,1,6,4,no,1.415,4.31,1,4.569472964,4,0,,,
AEN,AEN,CDM,negtracker,19960,011113_06,5_3,male,no,pacific,90,2,4,3,yes,3.82,3.71,1,3.000684463,3,0,,,
AEN,AEN,CDM,negtracker,19960,011113_07,5_3,male,no,asian,50,2,6,6,no,0.55,0.975,1,3.775496235,3,1,no english,,
AEN,AEN,CDM,negtracker,19960,011113_08,5_1,male,no,white,100,2,6,4,no,0.57,1.095,1,4.783025325,4,0,,,
AEN,AEN,CDM,negtracker,19960,011113_09,5_1,female,yes,NaN,100,1,2,2,no,0.5025,1.3675,1,3.72073922,3,0,,,
AEN,AEN,CDM,negtracker,19960,011113_10,5_1,female,no,white,100,2,6,6,no,1.0525,1.3175,1,3.383983573,3,0,,,
AEN,AEN,CDM,negtracker,19960,011113_11,5_1,male,no,white,100,1,6,6,no,6.335,3.635,1,3.411362081,3,0,,,
AEN,AEN,CDM,negtracker,19960,011113_12,5_1,male,no,asian,100,2,6,6,no,1.6175,1.5525,1,3.282683094,3,0,,,
AEN,AEN,CDM,negtracker,19960,011813_01,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,3,no data (comp would not calibrate),,
AEN,AEN,CDM,negtracker,19960,011813_02,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,no data (early fussing),,
AEN,AEN,CDM,negtracker,19960,011813_03,5_2,female,yes,white,100,2,6,4,no,2.535,2.39,1,3.608487337,3,0,,,
AEN,AEN,CDM,negtracker,19960,011813_04,5_2,male,no,white,100,1,4,6,no,9.0225,9.8275,1,3.416837782,3,0,,,
AEN,AEN,CDM,negtracker,19960,011813_05,5_2,female,no,asian,90,2,6,6,no,2.465,1.6775,1,4.323066393,4,0,,,
AEN,AEN,CDM,negtracker,19960,011813_06,5_2,female,no,other,90,2,3,2,yes,0.53,0.7375,1,4.698151951,4,0,,,
AEN,AEN,CDM,negtracker,19960,011813_07,5_2,female,yes,white,90,2,4,3,no,1.5475,0.8875,1,3.789185489,3,0,,,
AEN,AEN,CDM,negtracker,19960,011813_08,5_2,female,no,white,100,1,6,6,no,1.3225,1.0275,1,3.427789185,3,0,,,
AEN,AEN,CDM,negtracker,19960,011813_09,5_2,male,no,white,100,2,3,4,no,0.3775,0.595,1,3.12936345,3,0,,,
AEN,AEN,CDM,negtracker,19960,011813_10,5_4,female,no,white,100,1,3,4,no,1.135,1.185,1,3.783709788,3,0,,,
AEN,AEN,CDM,negtracker,19960,011913_01,5_3,male,no,asian,90,2,4,4,no,0.63,0.505,1,3.227926078,3,0,,,
AEN,AEN,CDM,negtracker,19960,011913_02,5_3,male,yes,NaN,75,2,2,2,NaN,1.67,1.4275,1,3.301848049,3,0,,,
AEN,AEN,CDM,negtracker,19960,011913_03,5_3,male,no,NaN,100,1,4,3,no,2.8375,1.9925,0,3.61670089,3,0,,,
AEN,AEN,CDM,negtracker,19960,011913_04,5_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.925,1.9025,1,NaN,NaN,2,no data (early fussing),,exclusion criteria:
AEN,AEN,CDM,negtracker,19960,011913_05,5_4,female,no,white,100,1,4,4,no,0.55,0.4725,1,3.394934976,3,0,,,0 = don't exclude
AEN,AEN,CDM,negtracker,19960,011913_06,5_4,female,no,other,75,1,6,6,yes,0.3375,0.55,1,3.312799452,3,0,,,1 = no english
AEN,AEN,CDM,negtracker,19960,011913_07,5_4,female,no,white,100,1,4,6,no,1.01,1.4425,1,3.438740589,3,0,,,2 = early fussing
AEN,AEN,CDM,negtracker,19960,011913_08,5_1,female,no,other,50,2,6,6,no,2.0925,2.735,0,3.071868583,3,1,no english,,3 = technical problems/human error
AEN,AEN,CDM,negtracker,19960,011913_09,5_1,female,no,white,90,3,3,6,no,1.6475,0.5675,0,3.586584531,3,0,,,4 = parents eyes/parent interference
AEN,AEN,CDM,negtracker,19960,020313_01,5_1,male,no,asian,50,2,6,6,no,0.25,0.175,1,4.273785079,4,1,no english,,5= no demo form
AEN,AEN,CDM,negtracker,19960,020313_02,5_1,male,no,white,100,1,6,6,no,0.745,0.59,1,4.372347707,4,0,,,
AEN,AEN,CDM,negtracker,19960,020313_03,5_1,female,no ,white,100,2,6,4,no,3.5775,1.11,1,3.438740589,3,0,,,
AEN,AEN,CDM,negtracker,19960,020313_04,5_1,female,yes,white,75,2,6,6,no,0.655,0.8725,0,4.17522245,4,0,,,
AEN,AEN,CDM,negtracker,19960,020313_05,5_1,male,no,asian,100,2,6,6,no,0.505,0.895,1,3.613963039,3,0,,,
AEN,AEN,CDM,negtracker,19960,020313_06,5_1,male,no,asian,50,3,4,6,no,5.265,6.625,1,3.156741958,3,1,no english,,
AEN,AEN,CDM,negtracker,19960,020313_07,5_2,female,yes,NaN,25,1,2,3,no,0.835,1.245,0,4.558521561,4,1,no english,,
AEN,AEN,CDM,negtracker,19960,020313_08,5_2,male,no,white,5,3,6,6,no,0.595,1.22,1,2.343600274,2,1,no english,,
AEN,AEN,CDM,negtracker,19960,020313_09,5_2,male,no,white,75,2,6,6,no,3.9675,1.7575,1,3.296372348,3,0,,,
AEN,AEN,CDM,negtracker,19960,020313_10,5_2,male,no,white,100,2,6,4,no,5.44,3.0175,1,3.159479808,3,3,no data after elmo1 (but no notes about early fussing…look at video) child is already reading,,
AEN,AEN,CDM,negtracker,19960,020313_11,5_2,female,yes,other,90,2,6,6,no,0.755,0.75,1,2.986995209,2,0,,,
AEN,AEN,CDM,negtracker,19960,020313_12,5_2,male,no,asian,90,2,6,4,no,0.44,1.3975,1,3.72073922,3,0,,,
AEN,AEN,CDM,negtracker,19960,021013_01,5_3,male,no,white,100,1,4,4,no,1.6,1.76,0,2.926762491,2,0,,,
AEN,AEN,CDM,negtracker,19960,021013_02,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8825,2.9925,1,NaN,NaN,1,no english,,
AEN,AEN,CDM,negtracker,19960,021013_03,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,early fussing,,
AEN,AEN,CDM,negtracker,19960,021013_04,5_3,female,no,other,100,1,2,2,no,3.415,2.215,1,3.400410678,3,0,,,
AEN,AEN,CDM,negtracker,19960,021013_05,5_3,female,no,white,100,1,6,4,yes,NaN,NaN,1,2.6091718,2,3,computer would not calibrate (Dry run),,
AEN,AEN,CDM,negtracker,19960,021013_06,5_4,female,no,white,100,1,6,6,no,0.8675,0.715,1,4.413415469,4,0,,,
AEN,AEN,CDM,negtracker,19960,021013_07,5_4,male,yes,NaN,50,3,3,1,no,3.6925,1.2675,0,4.31211499,4,1,no english,,
AEN,AEN,CDM,negtracker,19960,021013_08,5_4,female,no,white,100,1,6,4,no,4.665,2.5725,1,4.112251882,4,0,,,
AEN,AEN,CDM,negtracker,19960,021713_01,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,3,would not calibrate,,
AEN,AEN,CDM,negtracker,19960,021713_02,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,early fussing,,
AEN,AEN,CDM,negtracker,19960,021713_03,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,early fussing,,
AEN,AEN,CDM,negtracker,19960,021713_04,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,early fussing,,
AEN,AEN,CDM,negtracker,19960,021713_05,5_1,female,no,asian,100,2,4,4,no,0.335,0.8225,1,6.50513347,6,0,,,
AEN,AEN,CDM,negtracker,19960,022213_01,5_1,male,yes,white,75,2,4,4,no,1.0775,0.7125,1,3.742642026,3,0,,,
AEN,AEN,CDM,negtracker,19960,022213_02,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,2,early fussing,,
AEN,AEN,CDM,negtracker,19960,022213_03,5_1,male,no,asian,100,1,6,6,no,0.9125,1.375,1,4.851471595,4,0,,,
AEN,AEN,CDM,negtracker,19960,022213_04,5_1,male,no,asian,75,2,6,6,no,1.24,2.2225,1,3.531827515,3,0,,,
AEN,AEN,CDM,negtracker,19960,022213_05,5_1,male,no,white,90,1,6,5,yes,0.635,1.09,0,4.950034223,4,0,,,
AEN,AEN,CDM,negtracker,19960,030113_01,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9475,0.82,0,NaN,NaN,5,"ended after first filler, forgot to fill out demo form",,
AEN,AEN,CDM,negtracker,19960,030113_02,5_3,female,no,black,100,1,5,4,no,0.825,2.96,1,4.227241615,4,0,,,
AEN,AEN,CDM,negtracker,19960,030113_03,5_3,male,no,white,100,1,4,4,no,1.0925,0.5975,0,3.088295688,3,0,,,
AEN,AEN,CDM,negtracker,19960,030113_04,5_3,female,no,white,90,2,6,5,no,1.01,0.3325,1,4.837782341,4,0,,,
AEN,AEN,CDM,negtracker,19960,030113_05,5_3,male,yes,white,25,2,6,6,no,1.105,1.3775,1,4.062970568,4,1,no english,,
AEN,AEN,CDM,negtracker,19960,030113_06,5_3,male,no,white,100,1,6,4,no,0.9325,0.5675,1,3.123887748,3,0,,,
AEN,AEN,CDM,negtracker,19960,030113_07,5_3,male,no, asian,90,3,4,4,no,3.76,1.8775,1,3.890485969,3,0,,,
AEN,AEN,CDM,negtracker,19960,030113_08,5_3,female,no,white,50,2,6,6,no,2.08,1.1925,1,3.422313484,3,1,no english,,
AEN,AEN,CDM,negtracker,19960,040613_01,5_4,male,no,white,100,2,6,4,no,1.3025,0.4825,0,2.959616701,2,0,,,
AEN,AEN,CDM,negtracker,19960,040613_02,5_4,Female,no,asian,90,2,6,6,no,0.965,0.875,0,3.904175222,3,0,,,
AEN,AEN,CDM,negtracker,19960,040613_03,5_4,male,no,asian,90,2,4,4,no,0.6475,0.975,1,4.574948665,4,0,,,
AEN,AEN,CDM,negtracker,19960,040613_04,5_4,male,no,asian,90,2,6,6,no,1.4275,1.0075,1,3.383983573,3,0,,,
AEN,AEN,CDM,negtracker,19960,040613_05,5_4,female,no,other,50,3,6,6,no,0.95,0.995,0,NaN,NaN,1,no english,,
AEN,AEN,CDM,negtracker,19960,040613_06,5_4,female,no,asian,75,2,6,6,no,0.415,1.4325,0,4.917180014,4,0,,,
AEN,AEN,CDM,negtracker,19960,040613_07,5_4,female,no,other,90,3,6,3,no,0.205,1.1075,1,4.060232717,4,0,,,
AEN,AEN,CDM,negtracker,19960,040613_08,5_4,female,yes,mixed,100,1,naN,NaN,naN,0.865,2.75,1,3.014373717,3,0,,,
AEN,AEN,CDM,negtracker,19960,040613_09,5_4,female,no,white,90,4,6,3,no,4.005,3.9725,1,4.87063655,4,0,,,
AEN,AEN,CDM,negtracker,19960,040613_10,5_4,female,naN,asian,90,2,4,6,no,6.8275,7.69,1,4.325804244,4,0,,,
AEN,AEN,CDM,negtracker,19960,040613_11,5_4,naN,nan,nan,90,nan,nan,nan,nan,1.19,0.94,1,1.492128679,1,0,under 2,,
AEN,AEN,CDM,negtracker,19960,040613_12,5_4,female,no,asian,100,1,3,4,no,1.0925,1.4425,1,3.575633128,3,0,,,
AEN,AEN,CDM,negtracker,19960,040613_13,5_4,nan,nan,nan,50,nan,nan,nan,nan,0.125,1.285,1,2.590006845,2,1,no english,,
AEN,AEN,CDM,negtracker,19960,040613_14,5_4,male,yes,naN,90,2,3,3,no,8.47,3.0325,0,3.893223819,3,3,tracker error; froze and eyes would not track,,
AEN,AEN,CDM,negtracker,19960,040613_15,5_4,male,no,asian,75,3,6,6,no,10.535,2.6875,0,2.631074606,2,0,possibly poor calibration,,
AEN,AEN,CDM,negtracker,19960,040613_16,5_4,female,no,white,90,2,4,6,no,0.9575,1.7575,1,4.199863107,4,0,,,
AEN,AEN,CDM,negtracker,19960,040613_17,5_4,male,no,asian,25,2,nan,nan,no,10.865,6.3525,0,3.778234086,3,1,no english poor calibration,,
AEN,AEN,CDM,negtracker,19960,040613_18,5_4,female,no,white,75,2,6,4,no,20.6725,7.25,1,4.62696783,4,0,poor calibration,,
AEN,AEN,CDM,negtracker,19960,041113_01,5_2,female,yea,white,75,2,4,6,no,,,0,NaN,NaN,0,,,
AEN,AEN,CDM,negtracker,19960,041113_02,5_2,male,no,asian,90,3,6,6,no,,,0,2.707734428,2,0,,,
AEN,AEN,CDM,negtracker,19960,041113_03,5_2,male,no,black,100,1,3,4,no,,,1,4.914442163,4,0,,,
AEN,AEN,CDM,negtracker,19960,041113_04,5_2,female,no,white,100,1,3,3,no,,,1,3.460643395,3,0,,,
AEN,AEN,CDM,negtracker,19960,041113_05,5_2,female,no,asian,100,1,6,6,no,,,1,3.624914442,3,3,Poor Calibration + early termination,,
AEN,AEN,CDM,negtracker,19960,041113_06,5_2,male,no,white,100,2,6,2,no,,,1,4.251882272,4,0,,,
AEN,AEN,CDM,negtracker,19960,041113_07,5_2,male,no,white,100,1,6,4,no,,,1,4.807665982,4,0,,,
AEN,AEN,CDM,negtracker,19960,041113_08,5_2,male,yes,NaN,100,2,2,2,no,,,1,3.022587269,3,0,,,
AEN,AEN,CDM,negtracker,19960,041113_09,5_2,male,yes,other,100,2,4,4,yes,,,1,4.396988364,4,0,,,
AEN,AEN,CDM,negtracker,19960,041113_10,5_2,female,yes,other,25,1,naN,naN,no,,,1,2.283367556,2,1,no english,,
AEN,AEN,CDM,negtracker,19960,041113_11,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,NaN,2,early fussing,,
AEN,AEN,CDM,negtracker,19960,041113_12,5_2,male,no,naN,100,1,6,6,no,,,1,3.906913073,3,0,,,
AEN,AEN,CDM,negtracker,19960,041113_13,5_2,male,no,white,100,1,6,6,no,,,1,3.854893908,3,0,,,
AEN,AEN,CDM,negtracker,19960,041113_14,5_2,Male,no,white,100,1,4,4,no,,,0,3.630390144,3,0,,,
AEN,AEN,CDM,negtracker,19960,041113_15,5_2,Female,no,mixed,90,1,5,3,no,,,0,4.678986995,4,0,,,
AEN,AEN,CDM,negtracker,19960,041313_01,5_3,male,no,black,75,3,6,6,no,,,0,3.613963039,3,0,,,
AEN,AEN,CDM,negtracker,19960,041313_02,5_3,female,no,white,90,2,1,3,no,,,1,4.862422998,4,0,,,
AEN,AEN,CDM,negtracker,19960,041313_03,5_3,female,no,white,100,1,3,naN,no,,,1,3.54825462,3,3,poor calibration,,
AEN,AEN,CDM,negtracker,19960,041313_04,5_3,female,no,white,90,2,3,6,no,,,1,3.531827515,3,0,"Stopped mid trial (following data, 041313_04b is same child separate child)",,
AEN,AEN,CDM,negtracker,19960,041313_05,5_3,male,no,white,100,1,6,6,no,,,1,3.049965777,3,0,,,
AEN,AEN,CDM,negtracker,19960,041313_06,5_3,naN,naN,naN,90,nan,nan,nan,nan,,,1,2.880219028,2,0,,,
AEN,AEN,CDM,negtracker,19960,041313_07,5_3,female,no,mixed,100,1,6,6,no,,,1,4.873374401,4,0,,,
AEN,AEN,CDM,negtracker,19960,041313_08,5_3,female,no,mixed,100,1,6,6,no,,,1,3.014373717,3,0,,,
AEN,AEN,CDM,negtracker,19960,041313_09,5_3,male,no,asian,100,1,4,4,no,,,1,3.091033539,3,0,,,
AEN,AEN,CDM,negtracker,19960,041313_10,5_3,nan,nan,nan,90,nan,nan,nan,nan,,,1,3.414099932,3,0,,,
AEN,AEN,CDM,negtracker,19960,041313_11,5_3,male,no,white,100,1,6,4,no,,,1,4.821355236,4,0,,,
AEN,AEN,CDM,negtracker,19960,041313_12,5_3,naN,naN,naN,100,nan,nan,nan,nan,,,0,4.446269678,4,0,,,
AEN,AEN,CDM,negtracker,19960,041313_13,5_3,female,no,asian,50,3,6,4,no,,,0,4.511978097,4,1,no english,,
AEN,AEN,lab,negtracker,19960,042513_01,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,adult,0,,,
AEN,AEN,lab,negtracker,19960,042513_02,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,adult,0,,,
AEN,AEN,lab,negtracker,19960,042512_03,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,adult,0,,,
AEN,AEN,lab,negtracker,19960,042513_04,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,adult,0,,,
AEN,AEN,lab,negtracker,19960,042513_05,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,adult,0,,,
AEN,AEN,CDM,negtracker,19960,042713_01,5_1,female,no,asian,50,2,1,4,no,,,0,4.309377139,4,3,"could not calibrate, no data",,
AEN,AEN,CDM,negtracker,19960,042713_02,5_1,NaN,NaN,NaN,50,2,NaN,NaN,NaN,,,0,4.635181383,4,1,no english,,
AEN,AEN,CDM,negtracker,19960,042713_03,5_1,male,no,white,75,2,4,4,yes,,,0,4.684462697,4,0,,,
AEN,AEN,CDM,negtracker,19960,042713_04,5_1,male,yes,white,100,1,5,4,no,,,1,3.75633128,3,0,,,
AEN,AEN,CDM,negtracker,19960,042713_05,5_1,male,no,white,95,1,3,3,no,,,1,3.715263518,3,0,,,
AEN,AEN,CDM,negtracker,19960,042713_06,5_1,female,no,asian,95,2,4,6,no,,,1,4.34770705,4,0,,,
AEN,AEN,CDM,negtracker,19960,050213_01,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,NaN,2,early fussing,,
AEN,AEN,CDM,negtracker,19960,050213_02,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,0,NaN,NaN,3,"could not calibrate, no data",,
AEN,AEN,CDM,negtracker,19960,050213_03,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,0,NaN,NaN,3,"poor calibration, parent interference.  Child was 2.5 years old at time of test.",,
AEN,AEN,CDM,negtracker,19960,050213_04,5_1,female,no,white,100,1,4,6,no,,,0,3.68788501,3,0,,,
AEN,AEN,CDM,negtracker,19960,050213_05,5_1,female,no,white,100,2,4,6,no,,,1,2.997946612,2,0,,,
AEN,AEN,CDM,negtracker,19960,050213_06,5_1,female,no,white,100,3,3,4,no,,,0,2.475017112,2,0,"mom says ""we don't use the word no with her""",,
AEN,AEN,CDM,negtracker,19960,050213_07,5_1,female,no,white,100,1,4,4,no,,,1,4.41615332,4,0,,,
AEN,AEN,CDM,negtracker,19960,050213_08,5_1,male,no,asian,100,2,6,6,no,,,1,4.065708419,4,0,,,
AEN,AEN,CDM,negtracker,19960,050213_09,5_1,male,no,pacific,100,1,3,3,no,,,0,2.247775496,2,0,"child kept anticipating negation, saying ""no apples"" but then getting it wrong.  ",,
AEN,AEN,CDM,negtracker,19960,050213_10,5_1,male,no,white,95,2,6,6,no,,,1,3.496235455,3,0,,,
AEN,AEN,CDM,negtracker,19960,050413_01,5_3,female,no,white,100,1,4,3,no,,,0,2.844626968,2,0,,,
AEN,AEN,CDM,negtracker,19960,050413_02,5_4,male,no,other,75,2,4,3,no,,,0,3.947980835,3,0,,,
AEN,AEN,CDM,negtracker,19960,050413_03,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,NaN,2,early fussing,,
AEN,AEN,CDM,negtracker,19960,050413_04,5_3,female,no,other,75,3,4,3,no,,,1,4.016427105,4,0,,,
AEN,AEN,CDM,negtracker,19960,050413_05,5_3,male,yes,NaN,100,1,NaN,NaN,NaN,,,1,2.672142368,2,0,,,
AEN,AEN,CDM,negtracker,19960,050413_06,5_3,female,no,asian,75,2,6,6,no,,,0,4.574948665,4,0,,,
AEN,AEN,CDM,negtracker,19960,050413_07,5_3,female,no,other,100,2,6,6,no,,,1,4.59137577,4,0,,,
AEN,AEN,CDM,negtracker,19960,050413_08,5_3,female,no,asian,75,3,6,6,no,,,1,4.076659822,4,0,,,
AEN,AEN,CDM,negtracker,19960,050913_01,5_1,female,no,asian,95,2,6,6,no,,,1,4.112251882,4,0,,,
AEN,AEN,CDM,negtracker,19960,050913_02,5_1,female,no,pacific,100,1,4,4,no,,,0,4.375085558,4,0,,,
AEN,AEN,CDM,negtracker,19960,050913_03,5_1,female,no,white,100,1,3,6,no,,,0,4.635181383,4,0,,,
AEN,AEN,CDM,negtracker,19960,050913_04,5_1,female,no,asian,95,3,6,6,yes,,,1,4.854209446,4,0,,,
AEN,AEN,lab,negtracker,19960,052313_01,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,052313_02,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,052313_03,5_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,052313_04,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,052313_05,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,052313_06,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,052313_07,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
