dataset_id,lab_dataset_id,dataset_name,name,shortcite,cite
0,VNA,moore_bergelson_2022,moore_bergelson_2022,Moore & Bergelson (2022),"Moore, C., & Bergelson, E. (2022). Examining the roles of regularity and lexical class in 18–26-month-olds’ representations of how words sound. Journal of Memory and Language, 126, 104337."
