trial_type_id,full_phrase,full_phrase_language,point_of_disambiguation,vanilla_trial,target_side,lab_trial_id,condition,dataset_id,distractor_id,target_id,aoi_region_set_id,trial_type_aux_data
1132,She's gonna walk,eng,14914,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1133,She's gonna walk,eng,14915,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1134,She's gonna walk,eng,14915,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1135,She's gonna walk,eng,14916,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1136,She's gonna walk,eng,14916,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1137,She's gonna walk,eng,14917,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1138,She's gonna walk,eng,14918,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1139,She's gonna walk,eng,14918,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1140,She's gonna walk,eng,14919,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1141,She's gonna walk,eng,14919,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1142,She's gonna walk,eng,14920,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1143,She's gonna walk,eng,18689,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1144,She's gonna walk,eng,29471,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1145,She's gonna wick,eng,14809,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1146,She's gonna wick,eng,14810,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1147,She's gonna wick,eng,14811,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1148,She's gonna wick,eng,14812,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1149,She's gonna wick,eng,14813,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1150,She's gonna wick,eng,14813,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1151,She's gonna wick,eng,14815,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1152,She's gonna wick,eng,14816,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1153,She's gonna wick,eng,14816,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1154,She's gonna wick,eng,14817,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1155,She's gonna wick,eng,14817,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1156,She's gonna wick,eng,14818,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1157,She's gonna wick,eng,14818,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1158,She's gonna wick,eng,14819,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1159,She's gonna wick,eng,14820,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1160,She's gonna wick,eng,14821,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1161,She's gonna wick,eng,14821,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1162,She's gonna wick,eng,14822,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1163,She's gonna wick,eng,14823,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1164,She's gonna wick,eng,14823,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1165,She's gonna wick,eng,14824,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1166,She's gonna wick,eng,14825,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1167,She's gonna wick,eng,14826,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1168,She's gonna wick,eng,14827,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1169,She's gonna wick,eng,14827,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1170,She's gonna wick,eng,14828,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1171,She's gonna wick,eng,14828,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1172,She's gonna wick,eng,14830,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1173,She's gonna wick,eng,14831,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1174,She's gonna wick,eng,14840,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1175,She's gonna wick,eng,14843,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1176,She's gonna wick,eng,14845,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1177,She's gonna wick,eng,14847,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1178,She's gonna wick,eng,14851,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1179,She's gonna wick,eng,14858,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1180,She's gonna wick,eng,14879,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1181,She's gonna wick,eng,14882,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1182,She's gonna wick,eng,14883,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1183,She's gonna wick,eng,14886,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1184,She's gonna wick,eng,14890,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1185,She's gonna wick,eng,14894,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1186,She's gonna wick,eng,14896,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1187,She's gonna wick,eng,14904,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1188,She's gonna wick,eng,14910,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1189,She's gonna wick,eng,14910,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1190,She's gonna wick,eng,14911,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1191,She's gonna wick,eng,14911,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1192,She's gonna wick,eng,14912,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1193,She's gonna wick,eng,14912,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1194,She's gonna wick,eng,14913,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1195,She's gonna wick,eng,14913,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1196,She's gonna wick,eng,14914,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1197,She's gonna wick,eng,14914,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1198,She's gonna wick,eng,14915,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1199,She's gonna wick,eng,14915,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1200,She's gonna wick,eng,14916,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1201,She's gonna wick,eng,14917,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1202,She's gonna wick,eng,14917,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1203,She's gonna wick,eng,14918,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1204,She's gonna wick,eng,14918,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1205,She's gonna wick,eng,14919,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1206,She's gonna wick,eng,14922,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1207,She's gonna wick,eng,14923,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1208,She's gonna wick,eng,14927,FALSE,left,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1209,She's gonna wick,eng,14929,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1210,She's gonna wick,eng,14930,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1211,She's gonna wick,eng,14933,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1212,She's gonna wick,eng,14936,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
1213,She's gonna wick,eng,29763,FALSE,right,walk_gonna-wick_throw_distractor,mispronounced x regular,0,18,23,0,NA
