trial_type_id,full_phrase,full_phrase_language,point_of_disambiguation,vanilla_trial,target_side,lab_trial_id,condition,dataset_id,distractor_id,target_id,aoi_region_set_id,trial_type_aux_data
913,She's gonna thraw,eng,14812,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
914,She's gonna thraw,eng,14813,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
915,She's gonna thraw,eng,14813,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
916,She's gonna thraw,eng,14814,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
917,She's gonna thraw,eng,14814,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
918,She's gonna thraw,eng,14815,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
919,She's gonna thraw,eng,14815,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
920,She's gonna thraw,eng,14816,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
921,She's gonna thraw,eng,14817,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
922,She's gonna thraw,eng,14817,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
923,She's gonna thraw,eng,14818,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
924,She's gonna thraw,eng,14818,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
925,She's gonna thraw,eng,14819,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
926,She's gonna thraw,eng,14819,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
927,She's gonna thraw,eng,14820,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
928,She's gonna thraw,eng,14820,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
929,She's gonna thraw,eng,14821,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
930,She's gonna thraw,eng,14821,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
931,She's gonna thraw,eng,14822,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
932,She's gonna thraw,eng,14823,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
933,She's gonna thraw,eng,14823,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
934,She's gonna thraw,eng,14824,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
935,She's gonna thraw,eng,14825,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
936,She's gonna thraw,eng,14825,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
937,She's gonna thraw,eng,14826,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
938,She's gonna thraw,eng,14827,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
939,She's gonna thraw,eng,14827,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
940,She's gonna thraw,eng,14828,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
941,She's gonna thraw,eng,14829,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
942,She's gonna thraw,eng,14829,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
943,She's gonna thraw,eng,14830,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
944,She's gonna thraw,eng,14831,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
945,She's gonna thraw,eng,14833,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
946,She's gonna thraw,eng,14839,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
947,She's gonna thraw,eng,14842,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
948,She's gonna thraw,eng,14853,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
949,She's gonna thraw,eng,14855,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
950,She's gonna thraw,eng,14858,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
951,She's gonna thraw,eng,14865,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
952,She's gonna thraw,eng,14872,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
953,She's gonna thraw,eng,14880,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
954,She's gonna thraw,eng,14884,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
955,She's gonna thraw,eng,14891,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
956,She's gonna thraw,eng,14894,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
957,She's gonna thraw,eng,14895,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
958,She's gonna thraw,eng,14897,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
959,She's gonna thraw,eng,14898,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
960,She's gonna thraw,eng,14899,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
961,She's gonna thraw,eng,14900,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
962,She's gonna thraw,eng,14904,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
963,She's gonna thraw,eng,14905,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
964,She's gonna thraw,eng,14906,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
965,She's gonna thraw,eng,14906,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
966,She's gonna thraw,eng,14907,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
967,She's gonna thraw,eng,14907,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
968,She's gonna thraw,eng,14908,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
969,She's gonna thraw,eng,14908,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
970,She's gonna thraw,eng,14909,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
971,She's gonna thraw,eng,14909,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
972,She's gonna thraw,eng,14911,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
973,She's gonna thraw,eng,14912,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
974,She's gonna thraw,eng,14912,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
975,She's gonna thraw,eng,14913,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
976,She's gonna thraw,eng,14914,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
977,She's gonna thraw,eng,14915,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
978,She's gonna thraw,eng,14916,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
979,She's gonna thraw,eng,14916,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
980,She's gonna thraw,eng,14917,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
981,She's gonna thraw,eng,14917,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
982,She's gonna thraw,eng,14918,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
983,She's gonna thraw,eng,14918,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
984,She's gonna thraw,eng,14920,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
985,She's gonna thraw,eng,14920,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
986,She's gonna thraw,eng,14922,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
987,She's gonna thraw,eng,14925,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
988,She's gonna thraw,eng,14926,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
989,She's gonna thraw,eng,14929,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
990,She's gonna thraw,eng,14930,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
991,She's gonna thraw,eng,14935,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
992,She's gonna thraw,eng,15499,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
993,She's gonna thraw,eng,16140,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
994,She's gonna thraw,eng,19374,FALSE,left,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
995,She's gonna thraw,eng,19971,FALSE,right,throw_gonna-thraw_walk_distractor,mispronounced x irregular,0,21,19,0,NA
996,She's gonna throw,eng,14811,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
997,She's gonna throw,eng,14812,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
998,She's gonna throw,eng,14813,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
999,She's gonna throw,eng,14814,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1000,She's gonna throw,eng,14814,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1001,She's gonna throw,eng,14815,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1002,She's gonna throw,eng,14815,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1003,She's gonna throw,eng,14816,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1004,She's gonna throw,eng,14816,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1005,She's gonna throw,eng,14817,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1006,She's gonna throw,eng,14817,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1007,She's gonna throw,eng,14818,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1008,She's gonna throw,eng,14819,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1009,She's gonna throw,eng,14819,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1010,She's gonna throw,eng,14820,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1011,She's gonna throw,eng,14821,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1012,She's gonna throw,eng,14821,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1013,She's gonna throw,eng,14822,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1014,She's gonna throw,eng,14822,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1015,She's gonna throw,eng,14823,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1016,She's gonna throw,eng,14824,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1017,She's gonna throw,eng,14825,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1018,She's gonna throw,eng,14825,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1019,She's gonna throw,eng,14826,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1020,She's gonna throw,eng,14826,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1021,She's gonna throw,eng,14827,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1022,She's gonna throw,eng,14828,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1023,She's gonna throw,eng,14830,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1024,She's gonna throw,eng,14831,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1025,She's gonna throw,eng,14832,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1026,She's gonna throw,eng,14832,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1027,She's gonna throw,eng,14833,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1028,She's gonna throw,eng,14834,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1029,She's gonna throw,eng,14838,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1030,She's gonna throw,eng,14840,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1031,She's gonna throw,eng,14847,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1032,She's gonna throw,eng,14848,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1033,She's gonna throw,eng,14853,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1034,She's gonna throw,eng,14866,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1035,She's gonna throw,eng,14889,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1036,She's gonna throw,eng,14895,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1037,She's gonna throw,eng,14896,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1038,She's gonna throw,eng,14896,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1039,She's gonna throw,eng,14898,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1040,She's gonna throw,eng,14901,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1041,She's gonna throw,eng,14903,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1042,She's gonna throw,eng,14904,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1043,She's gonna throw,eng,14904,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1044,She's gonna throw,eng,14908,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1045,She's gonna throw,eng,14909,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1046,She's gonna throw,eng,14910,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1047,She's gonna throw,eng,14911,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1048,She's gonna throw,eng,14912,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1049,She's gonna throw,eng,14912,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1050,She's gonna throw,eng,14913,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1051,She's gonna throw,eng,14913,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1052,She's gonna throw,eng,14914,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1053,She's gonna throw,eng,14914,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1054,She's gonna throw,eng,14915,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1055,She's gonna throw,eng,14915,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1056,She's gonna throw,eng,14916,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1057,She's gonna throw,eng,14916,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1058,She's gonna throw,eng,14917,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1059,She's gonna throw,eng,14917,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1060,She's gonna throw,eng,14918,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1061,She's gonna throw,eng,14919,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1062,She's gonna throw,eng,14921,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1063,She's gonna throw,eng,22573,TRUE,left,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1064,She's gonna throw,eng,28287,TRUE,right,throw_gonna-throw_walk_distractor,correctly pronounced x irregular,0,21,20,0,NA
1065,She's gonna walk,eng,14807,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1066,She's gonna walk,eng,14809,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1067,She's gonna walk,eng,14810,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1068,She's gonna walk,eng,14811,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1069,She's gonna walk,eng,14812,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1070,She's gonna walk,eng,14813,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1071,She's gonna walk,eng,14813,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1072,She's gonna walk,eng,14814,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1073,She's gonna walk,eng,14815,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1074,She's gonna walk,eng,14815,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1075,She's gonna walk,eng,14816,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1076,She's gonna walk,eng,14816,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1077,She's gonna walk,eng,14817,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1078,She's gonna walk,eng,14817,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1079,She's gonna walk,eng,14818,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1080,She's gonna walk,eng,14819,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1081,She's gonna walk,eng,14819,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1082,She's gonna walk,eng,14820,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1083,She's gonna walk,eng,14820,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1084,She's gonna walk,eng,14821,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1085,She's gonna walk,eng,14821,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1086,She's gonna walk,eng,14822,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1087,She's gonna walk,eng,14822,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1088,She's gonna walk,eng,14823,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1089,She's gonna walk,eng,14823,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1090,She's gonna walk,eng,14824,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1091,She's gonna walk,eng,14824,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1092,She's gonna walk,eng,14825,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1093,She's gonna walk,eng,14825,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1094,She's gonna walk,eng,14826,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1095,She's gonna walk,eng,14826,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1096,She's gonna walk,eng,14827,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1097,She's gonna walk,eng,14829,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1098,She's gonna walk,eng,14830,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1099,She's gonna walk,eng,14830,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1100,She's gonna walk,eng,14832,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1101,She's gonna walk,eng,14835,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1102,She's gonna walk,eng,14844,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1103,She's gonna walk,eng,14844,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1104,She's gonna walk,eng,14846,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1105,She's gonna walk,eng,14847,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1106,She's gonna walk,eng,14848,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1107,She's gonna walk,eng,14849,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1108,She's gonna walk,eng,14850,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1109,She's gonna walk,eng,14865,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1110,She's gonna walk,eng,14883,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1111,She's gonna walk,eng,14888,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1112,She's gonna walk,eng,14892,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1113,She's gonna walk,eng,14893,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1114,She's gonna walk,eng,14895,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1115,She's gonna walk,eng,14898,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1116,She's gonna walk,eng,14903,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1117,She's gonna walk,eng,14903,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1118,She's gonna walk,eng,14905,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1119,She's gonna walk,eng,14905,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1120,She's gonna walk,eng,14906,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1121,She's gonna walk,eng,14907,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1122,She's gonna walk,eng,14908,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1123,She's gonna walk,eng,14909,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1124,She's gonna walk,eng,14910,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1125,She's gonna walk,eng,14910,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1126,She's gonna walk,eng,14911,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1127,She's gonna walk,eng,14911,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1128,She's gonna walk,eng,14912,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1129,She's gonna walk,eng,14912,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1130,She's gonna walk,eng,14913,TRUE,right,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
1131,She's gonna walk,eng,14914,TRUE,left,walk_gonna-walk_throw_distractor,correctly pronounced x regular,0,18,22,0,NA
