Name	TrialOnset	trial number	Sound Stimulus	Left Image	Center Image	Right Image	target side	condition	Used	TrStart	PictOn	SoundOn	TrEnd	CritOnset	CritOffset
SwitchingCues-NC1B	Sound	1	intro	fireworks_left		fireworks_right	N	filler	no						
SwitchingCues-NC1B	Sound	2	Crib_cool1	slide		crib	R	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	3	Boot_check1	boot		knife	L	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	4	Hammer_wow1	hammer		zipper	L	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	5	Ladder_cool2	flag		ladder	R	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	6	Slipper_check2	belt		slipper	R	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	7	Puzzle_wow2	puzzle		tape	L	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	8	Glasses_check1	dress		glasses	R	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	9	Chalk_wow1	chalk		pudding	L	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	10	Red_Find_cool1	bucket		shorts	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	11	Orange_Where_wow2	sock		purse	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	12	Yellow_Find_check2	shovel		hose	L	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	13	White_Find_cool2	lamp		glove	L	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	14	Black_Look_wow1	donut		can	R	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	15	Red_Where_check1	comb		bib	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	16	Brown_Look_cool1	necklace		muffin	R	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	17	Orange_Where_check2	plate		scissors	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1B	Sound	18	end	fireworks_left		fireworks_right	N	filler	no						
