Name	TrialOnset	trial number	Sound Stimulus	Left Image	Center Image	Right Image	target side	condition	Used	TrStart	PictOn	SoundOn	TrEnd	CritOnset	CritOffset
SwitchingCues-CN1B	Sound	1	intro	fireworks_left		fireworks_right	N	filler	no						
SwitchingCues-CN1B	Sound	2	Blue_Look_cool1	slide		crib	R	1A	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	3	Green_Where_check1	boot		knife	L	1A	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	4	Black_Look_wow1	hammer		zipper	L	1A	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	5	Brown_Where_cool2	flag		ladder	R	1A	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	6	Green_Look_check2	belt		slipper	R	1B	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	7	Yellow_Find_wow2	puzzle		tape	L	1B	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	8	Blue_Where_check1	dress		glasses	R	1B	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	9	White_Find_wow1	chalk		pudding	L	1B	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	10	Shorts_cool1	bucket		shorts	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	11	Purse_wow2	sock		purse	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	12	Shovel_check2	shovel		hose	L	2A	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	13	Lamp_cool2	lamp		glove	L	2A	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	14	Can_wow1	donut		can	R	2B	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	15	Comb_check1	comb		bib	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	16	Muffin_cool1	necklace		muffin	R	2B	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	17	Plate_check2	plate		scissors	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-CN1B	Sound	18	end	fireworks_left		fireworks_right	N	filler	no						
