dataset_id,lab_dataset_id,dataset_name,cite,shortcite
0,frank_tablet_2016,frank_tablet_2016,"Frank, M. C., Sugarman, E., Horowitz, A. C., Lewis, M. L., & Yurovsky, D. (2016). Using tablets to collect data from young children. Journal of Cognition and Development, 17(1), 1-17.",Frank et al. (2016)
