## [iView]
## Converted from:	C:\Users\Langcog Admin\Desktop\ATT_WORD\v2\2013_06_14_4-eye_data.idf
## Date:	14.06.2013 21:14:13
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	16728                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	2013_06_14_4                                                                                                                                                                                                                                                    
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
8620823209	SMP	1	0.00	0.00	0.00	0.00	-1	
8620831611	SMP	1	0.00	0.00	0.00	0.00	-1	
8620839854	SMP	1	0.00	0.00	0.00	0.00	-1	
8620848270	SMP	1	0.00	0.00	0.00	0.00	-1	
8620856626	SMP	1	0.00	0.00	0.00	0.00	-1	
8620864957	SMP	1	0.00	0.00	0.00	0.00	-1	
8620873187	SMP	1	0.00	0.00	0.00	0.00	-1	
8620881586	SMP	1	0.00	0.00	0.00	0.00	-1	
8620889923	SMP	1	0.00	0.00	0.00	0.00	-1	
8620898193	SMP	1	0.00	0.00	0.00	0.00	-1	
8620906560	SMP	1	0.00	0.00	0.00	0.00	-1	
8620914975	SMP	1	0.00	0.00	0.00	0.00	-1	
8620923331	SMP	1	0.00	0.00	0.00	0.00	-1	
8620931556	SMP	1	0.00	0.00	0.00	0.00	-1	
8620939959	SMP	1	0.00	0.00	0.00	0.00	-1	
8620948314	SMP	1	0.00	0.00	0.00	0.00	-1	
8620956734	SMP	1	0.00	0.00	0.00	0.00	-1	
8620965017	SMP	1	0.00	0.00	0.00	0.00	-1	
8620973377	SMP	1	0.00	0.00	0.00	0.00	-1	
