## [iView]
## Converted from:	C:\Users\Langcog Admin\Desktop\ATT_WORD\v2\2013_06_15_11-eye_data.idf
## Date:	15.06.2013 18:44:23
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	10346                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	2013_06_15_11                                                                                                                                                                                                                                                   
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
1952268319	SMP	1	0.00	0.00	0.00	0.00	-1	
1952318273	SMP	1	0.00	0.00	0.00	0.00	-1	
1952368346	SMP	1	0.00	0.00	0.00	0.00	-1	
1952418316	SMP	1	0.00	0.00	0.00	0.00	-1	
1952468322	SMP	1	0.00	0.00	0.00	0.00	-1	
1952518455	SMP	1	0.00	0.00	0.00	0.00	-1	
1952568385	SMP	1	0.00	0.00	0.00	0.00	-1	
1952618450	SMP	1	0.00	0.00	0.00	0.00	-1	
1952668542	SMP	1	0.00	0.00	0.00	0.00	-1	
1952718540	SMP	1	0.00	0.00	0.00	0.00	-1	
1952768636	SMP	1	0.00	0.00	0.00	0.00	-1	
1952818636	SMP	1	0.00	0.00	0.00	0.00	-1	
1952868617	SMP	1	0.00	0.00	0.00	0.00	-1	
1952918561	SMP	1	0.00	0.00	0.00	0.00	-1	
1952968615	SMP	1	0.00	0.00	0.00	0.00	-1	
1953018715	SMP	1	0.00	0.00	0.00	0.00	-1	
1953068687	SMP	1	0.00	0.00	0.00	0.00	-1	
1953118706	SMP	1	0.00	0.00	0.00	0.00	-1	
1953168696	SMP	1	0.00	0.00	0.00	0.00	-1	
1953218914	SMP	1	0.00	0.00	0.00	0.00	-1	
1953268772	SMP	1	0.00	0.00	0.00	0.00	-1	
1953318784	SMP	1	0.00	0.00	0.00	0.00	-1	
1953368788	SMP	1	0.00	0.00	0.00	0.00	-1	
1953786373	MSG	1	# Message: Elmos World The Sky Active.avi
1953819054	SMP	1	0.00	0.00	0.00	0.00	-1	
1953869047	SMP	1	0.00	0.00	0.00	0.00	-1	
1953919054	SMP	1	0.00	0.00	0.00	0.00	-1	
1953969123	SMP	1	0.00	0.00	0.00	0.00	-1	
1954019135	SMP	1	0.00	0.00	0.00	0.00	-1	
1954069132	SMP	1	0.00	0.00	0.00	0.00	-1	
1954119431	SMP	1	0.00	0.00	0.00	0.00	-1	
1954169321	SMP	1	0.00	0.00	0.00	0.00	-1	
1954219192	SMP	1	0.00	0.00	0.00	0.00	-1	
1954269306	SMP	1	0.00	0.00	0.00	0.00	-1	
1954319307	SMP	1	0.00	0.00	0.00	0.00	-1	
