## [iView]
## Converted from:	C:\Users\Langcog Admin\Desktop\ATT_WORD\v2\2013_06_14_3-eye_data.idf
## Date:	14.06.2013 19:47:38
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	25268                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	2013_06_14_3                                                                                                                                                                                                                                                    
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
3426424885	SMP	1	0.00	0.00	0.00	0.00	-1	
3426474946	SMP	1	0.00	0.00	0.00	0.00	-1	
3426524941	SMP	1	0.00	0.00	0.00	0.00	-1	
3426575052	SMP	1	0.00	0.00	0.00	0.00	-1	
3426625033	SMP	1	0.00	0.00	0.00	0.00	-1	
3426675067	SMP	1	0.00	0.00	0.00	0.00	-1	
3426725007	SMP	1	0.00	0.00	0.00	0.00	-1	
3426775180	SMP	1	0.00	0.00	0.00	0.00	-1	
3426825167	SMP	1	0.00	0.00	0.00	0.00	-1	
3426875149	SMP	1	0.00	0.00	0.00	0.00	-1	
3426925245	SMP	1	0.00	0.00	0.00	0.00	-1	
3426975166	SMP	1	0.00	0.00	0.00	0.00	-1	
3427025170	SMP	1	0.00	0.00	0.00	0.00	-1	
3427075281	SMP	1	0.00	0.00	0.00	0.00	-1	
3427125306	SMP	1	0.00	0.00	0.00	0.00	-1	
3427175308	SMP	1	0.00	0.00	0.00	0.00	-1	
3427225288	SMP	1	0.00	0.00	0.00	0.00	-1	
3427275437	SMP	1	0.00	0.00	0.00	0.00	-1	
3427325367	SMP	1	0.00	0.00	0.00	0.00	-1	
3427375334	SMP	1	0.00	0.00	0.00	0.00	-1	
3427425384	SMP	1	0.00	0.00	0.00	0.00	-1	
3427835964	MSG	1	# Message: Elmos World The Sky Active.avi
3427875607	SMP	1	0.00	0.00	0.00	0.00	-1	
3427925718	SMP	1	0.00	0.00	0.00	0.00	-1	
3427975709	SMP	1	0.00	0.00	0.00	0.00	-1	
3428025650	SMP	1	0.00	0.00	0.00	0.00	-1	
3428075741	SMP	1	0.00	0.00	0.00	0.00	-1	
3428125745	SMP	1	0.00	0.00	0.00	0.00	-1	
3428175832	SMP	1	0.00	0.00	0.00	0.00	-1	
3428225802	SMP	1	0.00	0.00	0.00	0.00	-1	
3428276298	SMP	1	0.00	0.00	0.00	0.00	-1	
