bank,item,a,d
eng_comprehension_pruned,animal,2.426192130529462,-2.4992881602665697
eng_comprehension_pruned,another,2.09545252251891,-2.8359402447666744
eng_comprehension_pruned,apple,1.2927700397657094,-1.2253939810215093
eng_comprehension_pruned,arm,2.534647635936028,-1.999467643734239
eng_comprehension_pruned,asleep,2.3562018054168328,-1.9908805310163358
eng_comprehension_pruned,aunt,1.05639103841412,-1.7696274511772654
eng_comprehension_pruned,away,2.0638482622947514,-3.1527081669611543
eng_comprehension_pruned,baa baa,0.6040617852049158,-1.5634517146357108
eng_comprehension_pruned,baby,0.4603532758487646,-0.6536241077004905
eng_comprehension_pruned,babysitter,0.9156355146127939,-2.670759558033943
eng_comprehension_pruned,babysitter's name,0.48842834784475736,-1.2896533870569706
eng_comprehension_pruned,back,2.047288256650694,-2.652211356667245
eng_comprehension_pruned,backyard,1.7214513521104857,-1.7184815878448092
eng_comprehension_pruned,bad,1.1186143830089657,-1.3091994211509799
eng_comprehension_pruned,balloon,0.6769989794319694,-0.61629247725935
eng_comprehension_pruned,banana,0.568163556803161,-0.4771128481655587
eng_comprehension_pruned,bathroom,2.3777153101164505,-0.6008403958410977
eng_comprehension_pruned,bathtub,1.369337892999587,0.15874979771605655
eng_comprehension_pruned,beach,1.5292511035696708,-3.42088896178501
eng_comprehension_pruned,beads,1.5458527778640438,-3.4856674314692926
eng_comprehension_pruned,bear,1.019285690334059,-1.1930917259440939
eng_comprehension_pruned,bed,1.876119369211861,-0.26568007022434303
eng_comprehension_pruned,bedroom,2.5556673025671137,-1.4003130992633015
eng_comprehension_pruned,bee,1.9063018759826453,-2.952253121524038
eng_comprehension_pruned,belly button,1.44489948430939,-0.8875958691675847
eng_comprehension_pruned,bib,1.5692059318798277,-0.8401258047332447
eng_comprehension_pruned,bicycle,1.8425420103987544,-2.117242951708868
eng_comprehension_pruned,big,2.1330986825240603,-2.323529369062608
eng_comprehension_pruned,bird,0.7305195594038806,-0.7871363398789072
eng_comprehension_pruned,bite,1.2670854624570511,-0.14330928042804253
eng_comprehension_pruned,blanket,1.2058528361862444,-0.23781471323171097
eng_comprehension_pruned,block,1.353079467318035,-0.9037931427220036
eng_comprehension_pruned,blow,1.737427958106875,-0.8100742912116611
eng_comprehension_pruned,blue,1.9717973030076028,-4.461965534181459
eng_comprehension_pruned,book,0.33088008658794715,0.030300163316360863
eng_comprehension_pruned,boots,2.1347042521025834,-3.7153550950932366
eng_comprehension_pruned,bottle,0.16276421322619178,-0.2716868185742617
eng_comprehension_pruned,bowl,2.627252936733649,-1.9174145069036983
eng_comprehension_pruned,box,2.7007492325553932,-2.5473636578197514
