trial_id,trial_order,trial,trial_type_id,excluded,exclusion_reason,trial_aux_data
208,3,3,2,TRUE,< 50% looking on trial,NA
209,4,4,165,FALSE,included,NA
210,5,5,166,FALSE,included,NA
211,6,6,167,TRUE,no looking 2nd target window (4500-5967,NA
212,7,7,6,FALSE,included,NA
213,8,8,168,FALSE,included,NA
214,1,1,169,FALSE,included,NA
215,2,2,150,FALSE,included,NA
216,3,3,170,FALSE,included,NA
217,4,4,171,FALSE,included,NA
218,5,5,172,FALSE,included,NA
219,6,6,65,FALSE,included,NA
220,7,7,173,FALSE,included,NA
221,8,8,67,FALSE,included,NA
222,1,1,174,FALSE,included,NA
223,2,2,47,FALSE,included,NA
224,3,3,175,FALSE,included,NA
225,4,4,176,FALSE,included,NA
226,5,5,177,FALSE,included,NA
227,6,6,178,FALSE,included,NA
228,7,7,117,FALSE,included,NA
229,8,8,179,FALSE,included,NA
230,1,1,180,FALSE,included,NA
231,2,2,181,FALSE,included,NA
232,3,3,182,FALSE,included,NA
233,4,4,183,FALSE,included,NA
234,5,5,184,FALSE,included,NA
235,6,6,185,FALSE,included,NA
236,7,7,186,FALSE,included,NA
237,8,8,187,FALSE,included,NA
238,1,1,188,FALSE,included,NA
239,2,2,189,FALSE,included,NA
240,3,3,190,FALSE,included,NA
241,4,4,191,TRUE,< 50% looking on trial,NA
242,5,5,192,FALSE,included,NA
243,6,6,193,FALSE,included,NA
244,7,7,194,FALSE,included,NA
245,8,8,195,TRUE,< 50% looking on trial,NA
246,1,1,196,FALSE,included,NA
247,2,2,197,FALSE,included,NA
248,3,3,198,FALSE,included,NA
249,4,4,199,FALSE,included,NA
250,5,5,200,TRUE,< 50% looking on trial,NA
251,6,6,201,FALSE,included,NA
252,7,7,202,TRUE,< 50% looking on trial,NA
253,8,8,203,FALSE,included,NA
254,1,1,204,FALSE,included,NA
255,2,2,205,FALSE,included,NA
256,3,3,206,FALSE,included,NA
257,4,4,207,FALSE,included,NA
258,5,5,208,FALSE,included,NA
259,6,6,209,FALSE,included,NA
260,7,7,210,FALSE,included,NA
261,8,8,211,FALSE,included,NA
262,1,1,212,FALSE,included,NA
263,2,2,213,FALSE,included,NA
