trial_id,trial_order,trial,trial_type_id,excluded,exclusion_reason,trial_aux_data
171,6,6,141,FALSE,included,NA
172,7,7,142,FALSE,included,NA
173,8,8,143,FALSE,included,NA
174,1,1,144,FALSE,included,NA
175,2,2,112,FALSE,included,NA
176,3,3,145,FALSE,included,NA
177,4,4,146,FALSE,included,NA
178,5,5,115,TRUE,< 50% looking on trial,NA
179,6,6,147,FALSE,included,NA
180,7,7,96,FALSE,included,NA
181,8,8,148,TRUE,< 50% looking on trial,NA
182,1,1,149,FALSE,included,NA
183,2,2,150,FALSE,included,NA
184,3,3,151,TRUE,< 50% looking on trial,NA
185,4,4,152,FALSE,included,NA
186,5,5,129,FALSE,included,NA
187,6,6,130,FALSE,included,NA
188,7,7,153,FALSE,included,NA
189,8,8,132,TRUE,< 50% looking on trial,NA
190,1,1,149,FALSE,included,NA
191,2,2,32,FALSE,included,NA
192,3,3,154,FALSE,included,NA
193,4,4,109,FALSE,included,NA
194,5,5,155,FALSE,included,NA
195,6,6,156,FALSE,included,NA
196,7,7,157,FALSE,included,NA
197,8,8,158,FALSE,included,NA
198,1,1,159,FALSE,included,NA
199,2,2,91,FALSE,included,NA
200,3,3,151,FALSE,included,NA
201,4,4,160,FALSE,included,NA
202,5,5,161,FALSE,included,NA
203,6,6,130,FALSE,included,NA
204,7,7,162,FALSE,included,NA
205,8,8,163,FALSE,included,NA
206,1,1,164,FALSE,included,NA
207,2,2,1,TRUE,< 50% looking on trial,NA
