dataset_id,dataset_name,lab_dataset_id,cite,shortcite,dataset_aux_data
0,baumgartner_2014,baumgartner_2014,"Baumgartner, H. A. (2014). Understanding the Role of Non-Contrastive Variability in Word Learning and Visual Attention in Infancy (UMI 3685177). [Doctoral dissertation, University of California, Davis]. ProQuest Dissertations Publishing.",Baumgartner (2014),NA
