## [iView]
## Converted from:	C:\Users\Langcog Admin\Desktop\ATT_WORD\NORM\data\2013_10_29_75-eye_data.idf
## Date:	29.10.2013 18:31:15
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	20639                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	2013_10_29_75                                                                                                                                                                                                                                                   
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
2612844428	SMP	1	0.00	0.00	0.00	0.00	-1	
2612894546	SMP	1	0.00	0.00	0.00	0.00	-1	
2612944519	SMP	1	0.00	0.00	0.00	0.00	-1	
2612994529	SMP	1	0.00	0.00	0.00	0.00	-1	
2613044540	SMP	1	0.00	0.00	0.00	0.00	-1	
2613094668	SMP	1	0.00	0.00	0.00	0.00	-1	
2613144583	SMP	1	0.00	0.00	0.00	0.00	-1	
2613194664	SMP	1	0.00	0.00	0.00	0.00	-1	
2613244627	SMP	1	0.00	0.00	0.00	0.00	-1	
2613294781	SMP	1	0.00	0.00	0.00	0.00	-1	
2613345031	SMP	1	0.00	0.00	0.00	0.00	-1	
2613394816	SMP	1	0.00	0.00	0.00	0.00	-1	
2613444773	SMP	1	0.00	0.00	0.00	0.00	-1	
2613494784	SMP	1	0.00	0.00	0.00	0.00	-1	
2613544823	SMP	1	0.00	0.00	0.00	0.00	-1	
2613594890	SMP	1	0.00	0.00	0.00	0.00	-1	
2613644888	SMP	1	0.00	0.00	0.00	0.00	-1	
2613695070	SMP	1	0.00	0.00	0.00	0.00	-1	
2613744978	SMP	1	0.00	0.00	0.00	0.00	-1	
2613794862	SMP	1	0.00	0.00	0.00	0.00	-1	
2613844995	SMP	1	0.00	0.00	0.00	0.00	-1	
2614244956	MSG	1	# Message: Elmos World The Sky Active.avi
2614245239	SMP	1	0.00	0.00	0.00	0.00	-1	
2614295120	SMP	1	0.00	0.00	0.00	0.00	-1	
2614345246	SMP	1	0.00	0.00	0.00	0.00	-1	
2614395372	SMP	1	0.00	0.00	0.00	0.00	-1	
2614445309	SMP	1	0.00	0.00	0.00	0.00	-1	
2614495645	SMP	1	0.00	0.00	0.00	0.00	-1	
2614545210	SMP	1	0.00	0.00	0.00	0.00	-1	
2614595355	SMP	1	0.00	0.00	0.00	0.00	-1	
2614645367	SMP	1	0.00	0.00	0.00	0.00	-1	
2614695380	SMP	1	0.00	0.00	0.00	0.00	-1	
2614745757	SMP	1	0.00	0.00	0.00	0.00	-1	
2614795580	SMP	1	0.00	0.00	0.00	0.00	-1	
2614845694	SMP	1	0.00	0.00	0.00	0.00	-1	
2614895512	SMP	1	0.00	0.00	0.00	0.00	-1	
2614945445	SMP	1	0.00	0.00	0.00	0.00	-1	
2614995464	SMP	1	0.00	0.00	0.00	0.00	-1	
2615045491	SMP	1	0.00	0.00	0.00	0.00	-1	
2615095572	SMP	1	0.00	0.00	0.00	0.00	-1	
2615145610	SMP	1	0.00	0.00	0.00	0.00	-1	
2615195773	SMP	1	0.00	0.00	0.00	0.00	-1	
2615245628	SMP	1	0.00	0.00	0.00	0.00	-1	
2615295600	SMP	1	0.00	0.00	0.00	0.00	-1	
2615345740	SMP	1	0.00	0.00	0.00	0.00	-1	
2615395734	SMP	1	0.00	0.00	0.00	0.00	-1	
2615445861	SMP	1	0.00	0.00	0.00	0.00	-1	
2615495761	SMP	1	0.00	0.00	0.00	0.00	-1	
2615545723	SMP	1	0.00	0.00	0.00	0.00	-1	
2615596097	SMP	1	0.00	0.00	0.00	0.00	-1	
2615668807	SMP	1	0.00	0.00	0.00	0.00	-1	
2615676864	SMP	1	0.00	0.00	0.00	0.00	-1	
2615685256	SMP	1	0.00	0.00	0.00	0.00	-1	
2615693566	SMP	1	0.00	0.00	0.00	0.00	-1	
2615702411	SMP	1	0.00	0.00	0.00	0.00	-1	
2615710238	SMP	1	0.00	0.00	0.00	0.00	-1	
2615718573	SMP	1	0.00	0.00	0.00	0.00	-1	
2615726870	SMP	1	0.00	0.00	0.00	0.00	-1	
2615743602	SMP	1	0.00	0.00	0.00	0.00	-1	
2615751870	SMP	1	0.00	0.00	0.00	0.00	-1	
2615760249	SMP	1	0.00	0.00	0.00	0.00	-1	
2615768612	SMP	1	0.00	0.00	0.00	0.00	-1	
2615776977	SMP	1	0.00	0.00	0.00	0.00	-1	
2615785231	SMP	1	0.00	0.00	0.00	0.00	-1	
2615793674	SMP	1	0.00	0.00	0.00	0.00	-1	
2615802092	SMP	1	0.00	0.00	0.00	0.00	-1	
2615810341	SMP	1	0.00	0.00	0.00	0.00	-1	
2615818571	SMP	1	0.00	0.00	0.00	0.00	-1	
2615826971	SMP	1	0.00	0.00	0.00	0.00	-1	
2615835375	SMP	1	0.00	0.00	0.00	0.00	-1	
2615843711	SMP	1	0.00	0.00	0.00	0.00	-1	
2615851987	SMP	1	0.00	0.00	0.00	0.00	-1	
2615860334	SMP	1	0.00	0.00	0.00	0.00	-1	
2615868860	SMP	1	0.00	0.00	0.00	0.00	-1	
2615877002	SMP	1	0.00	0.00	0.00	0.00	-1	
2615885492	SMP	1	0.00	0.00	0.00	0.00	-1	
2615893710	SMP	1	0.00	0.00	0.00	0.00	-1	
2615902122	SMP	1	0.00	0.00	0.00	0.00	-1	
2615910373	SMP	1	0.00	0.00	0.00	0.00	-1	
2615918738	SMP	1	0.00	0.00	0.00	0.00	-1	
2615927122	SMP	1	0.00	0.00	0.00	0.00	-1	
2615935465	SMP	1	0.00	0.00	0.00	0.00	-1	
2615943703	SMP	1	0.00	0.00	0.00	0.00	-1	
2615952103	SMP	1	0.00	0.00	0.00	0.00	-1	
2615960456	SMP	1	0.00	0.00	0.00	0.00	-1	
2615968868	SMP	1	0.00	0.00	0.00	0.00	-1	
2615985507	SMP	1	0.00	0.00	0.00	0.00	-1	
2615993881	SMP	1	0.00	0.00	0.00	0.00	-1	
2616002099	SMP	1	0.00	0.00	0.00	0.00	-1	
2616010450	SMP	1	0.00	0.00	0.00	0.00	-1	
2616018836	SMP	1	0.00	0.00	0.00	0.00	-1	
2616027223	SMP	1	0.00	0.00	0.00	0.00	-1	
2616035456	SMP	1	0.00	0.00	0.00	0.00	-1	
2616043907	SMP	1	0.00	0.00	0.00	0.00	-1	
2616052252	SMP	1	0.00	0.00	0.00	0.00	-1	
2616060597	SMP	1	0.00	0.00	0.00	0.00	-1	
2616068863	SMP	1	0.00	0.00	0.00	0.00	-1	
2616077202	SMP	1	0.00	0.00	0.00	0.00	-1	
2616085627	SMP	1	0.00	0.00	0.00	0.00	-1	
2616093962	SMP	1	0.00	0.00	0.00	0.00	-1	
2616103408	SMP	1	0.00	0.00	0.00	0.00	-1	
2616110608	SMP	1	0.00	0.00	0.00	0.00	-1	
2616118963	SMP	1	0.00	0.00	0.00	0.00	-1	
2616127319	SMP	1	0.00	0.00	0.00	0.00	-1	
2616136183	SMP	1	0.00	0.00	0.00	0.00	-1	
2616143979	SMP	1	0.00	0.00	0.00	0.00	-1	
2616152417	SMP	1	0.00	0.00	0.00	0.00	-1	
2616160607	SMP	1	0.00	0.00	0.00	0.00	-1	
2616169244	SMP	1	0.00	0.00	0.00	0.00	-1	
2616177245	SMP	1	0.00	0.00	0.00	0.00	-1	
2616185723	SMP	1	0.00	0.00	0.00	0.00	-1	
2616210726	SMP	1	0.00	0.00	0.00	0.00	-1	
2616219109	SMP	1	0.00	0.00	0.00	0.00	-1	
2616227299	SMP	1	0.00	0.00	0.00	0.00	-1	
2616235788	SMP	1	0.00	0.00	0.00	0.00	-1	
2616244063	SMP	1	0.00	0.00	0.00	0.00	-1	
2616252537	SMP	1	0.00	0.00	0.00	0.00	-1	
2616260721	SMP	1	0.00	0.00	0.00	0.00	-1	
2616269099	SMP	1	0.00	0.00	0.00	0.00	-1	
