## [iView]
## Converted from:	C:\Users\Langcog Admin\Desktop\ATT_WORD\NORM\data\2013_10_01_1-eye_data.idf
## Date:	01.10.2013 18:19:35
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	33245                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	2013_10_01_1                                                                                                                                                                                                                                                    
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
1963975557	SMP	1	0.00	0.00	0.00	0.00	-1	
1964025514	SMP	1	0.00	0.00	0.00	0.00	-1	
1964075779	SMP	1	0.00	0.00	0.00	0.00	-1	
1964125664	SMP	1	0.00	0.00	0.00	0.00	-1	
1964175657	SMP	1	0.00	0.00	0.00	0.00	-1	
1964225683	SMP	1	0.00	0.00	0.00	0.00	-1	
1964298678	SMP	1	0.00	0.00	0.00	0.00	-1	
1964306613	SMP	1	0.00	0.00	0.00	0.00	-1	
1964314984	SMP	1	0.00	0.00	0.00	0.00	-1	
1964323360	SMP	1	0.00	0.00	0.00	0.00	-1	
1964331737	SMP	1	0.00	0.00	0.00	0.00	-1	
1964339983	SMP	1	0.00	0.00	0.00	0.00	-1	
1964348361	SMP	1	0.00	0.00	0.00	0.00	-1	
1964356748	SMP	1	0.00	0.00	0.00	0.00	-1	
1964364980	SMP	1	0.00	0.00	0.00	0.00	-1	
1964373356	SMP	1	0.00	0.00	0.00	0.00	-1	
1964381732	SMP	1	0.00	0.00	0.00	0.00	-1	
1964390109	SMP	1	549.36	710.40	549.36	710.40	-1	
1964398363	SMP	1	249.68	960.46	249.68	960.46	-1	
1964406737	SMP	1	191.57	705.72	191.57	705.72	-1	
1964415105	SMP	1	242.44	915.30	242.44	915.30	-1	
1964423498	SMP	1	247.77	927.79	247.77	927.79	-1	
1964431735	SMP	1	593.65	920.01	593.65	920.01	-1	
1964440111	SMP	1	573.56	879.79	573.56	879.79	-1	
1964448488	SMP	1	647.50	615.29	647.50	615.29	-1	
1964456931	SMP	1	260.20	895.83	260.20	895.83	-1	
1964465161	SMP	1	258.97	936.57	258.97	936.57	-1	
1964473556	SMP	1	258.93	983.57	258.93	983.57	-1	
1964481978	SMP	1	264.80	936.11	264.80	936.11	-1	
1964490166	SMP	1	269.10	890.88	269.10	890.88	-1	
1964498544	SMP	1	267.43	1006.89	267.43	1006.89	-1	
1964506913	SMP	1	638.52	814.17	638.52	814.17	-1	
1964515363	SMP	1	265.67	976.71	265.67	976.71	-1	
1964523556	SMP	1	269.81	1017.54	269.81	1017.54	-1	
1964531912	SMP	1	276.78	998.47	276.78	998.47	-1	
1964540242	SMP	1	253.62	1072.01	253.62	1072.01	-1	
1964548659	SMP	1	361.77	580.50	361.77	580.50	-1	
1964556910	SMP	1	269.02	1013.59	269.02	1013.59	-1	
1964565281	SMP	1	274.64	1004.10	274.64	1004.10	-1	
1964573675	SMP	1	277.29	1033.17	277.29	1033.17	-1	
1964582039	SMP	1	255.07	1017.74	255.07	1017.74	-1	
1964590284	SMP	1	261.23	1010.92	261.23	1010.92	-1	
1964598655	SMP	1	263.25	1024.70	263.25	1024.70	-1	
1964606983	SMP	1	271.77	1057.38	271.77	1057.38	-1	
1964615387	SMP	1	276.94	1033.82	276.94	1033.82	-1	
1964623639	SMP	1	262.35	1078.99	262.35	1078.99	-1	
1964631989	SMP	1	277.18	1025.92	277.18	1025.92	-1	
1964640405	SMP	1	-11.49	1106.87	-11.49	1106.87	-1	
1964648629	SMP	1	-81.43	1032.61	-81.43	1032.61	-1	
1964657006	SMP	1	-26.61	1102.08	-26.61	1102.08	-1	
1964665360	SMP	1	-79.33	1072.15	-79.33	1072.15	-1	
1964673766	SMP	1	-75.42	1116.76	-75.42	1116.76	-1	
1964682034	SMP	1	-80.26	1177.05	-80.26	1177.05	-1	
1964690403	SMP	1	-7.87	1068.99	-7.87	1068.99	-1	
1964707154	SMP	1	-5.13	1118.90	-5.13	1118.90	-1	
1964715375	SMP	1	-31.71	1184.78	-31.71	1184.78	-1	
1964723785	SMP	1	26.71	1108.45	26.71	1108.45	-1	
1964732154	SMP	1	-2.67	1155.49	-2.67	1155.49	-1	
1964740520	SMP	1	15.19	1115.59	15.19	1115.59	-1	
1964748775	SMP	1	-46.71	1100.91	-46.71	1100.91	-1	
1964757151	SMP	1	-15.23	1073.31	-15.23	1073.31	-1	
1964765530	SMP	1	30.27	1117.36	30.27	1117.36	-1	
1964773810	SMP	1	-7.90	1056.29	-7.90	1056.29	-1	
1964782152	SMP	1	-50.97	1129.87	-50.97	1129.87	-1	
1964790520	SMP	1	-61.28	1124.53	-61.28	1124.53	-1	
1964798902	SMP	1	-78.80	1142.11	-78.80	1142.11	-1	
1964807157	SMP	1	-85.82	1125.18	-85.82	1125.18	-1	
1964815539	SMP	1	-19.71	1149.96	-19.71	1149.96	-1	
1964823925	SMP	1	-29.77	1139.05	-29.77	1139.05	-1	
1964832326	SMP	1	-16.05	1153.44	-16.05	1153.44	-1	
1964840522	SMP	1	-52.05	1143.65	-52.05	1143.65	-1	
1964848947	SMP	1	-16.39	1128.84	-16.39	1128.84	-1	
1964857308	SMP	1	20.88	1146.97	20.88	1146.97	-1	
1964865707	SMP	1	78.09	1146.03	78.09	1146.03	-1	
1964873996	SMP	1	171.82	1157.23	171.82	1157.23	-1	
1964882283	SMP	1	163.16	1171.07	163.16	1171.07	-1	
1964890655	SMP	1	166.12	1171.68	166.12	1171.68	-1	
1964898954	SMP	1	166.74	1188.02	166.74	1188.02	-1	
1964907267	SMP	1	170.78	1167.01	170.78	1167.01	-1	
1964915643	SMP	1	171.88	1174.14	171.88	1174.14	-1	
1964924025	SMP	1	181.17	1265.72	181.17	1265.72	-1	
1964932250	SMP	1	186.49	1198.17	186.49	1198.17	-1	
1964940642	SMP	1	145.60	1203.58	145.60	1203.58	-1	
1964949022	SMP	1	138.91	1199.62	138.91	1199.62	-1	
1964957402	SMP	1	206.14	1209.57	206.14	1209.57	-1	
1964965649	SMP	1	133.71	1198.22	133.71	1198.22	-1	
1964974090	SMP	1	28.25	1088.22	28.25	1088.22	-1	
1964982404	SMP	1	140.67	1194.47	140.67	1194.47	-1	
1964990733	SMP	1	156.88	1228.92	156.88	1228.92	-1	
1964999020	SMP	1	138.04	1203.72	138.04	1203.72	-1	
1965007383	SMP	1	61.96	1207.21	61.96	1207.21	-1	
1965015817	SMP	1	139.85	1158.84	139.85	1158.84	-1	
1965024181	SMP	1	466.69	1186.09	466.69	1186.09	-1	
1965402453	MSG	1	# Message: Elmos World The Sky Active.avi
1965407771	SMP	1	-9.81	1178.35	-9.81	1178.35	-1	
1965416177	SMP	1	134.16	454.09	134.16	454.09	-1	
1965583094	SMP	1	-3.30	0.00	-3.30	0.00	-1	
1965632258	SMP	1	-4.29	0.00	-4.29	0.00	-1	
1965682377	SMP	1	-2.51	0.00	-2.51	0.00	-1	
1965732479	SMP	1	-0.76	0.00	-0.76	0.00	-1	
1965782399	SMP	1	-0.73	0.00	-0.73	0.00	-1	
1965832392	SMP	1	0.05	0.00	0.05	0.00	-1	
1965882382	SMP	1	0.05	0.00	0.05	0.00	-1	
1965932496	SMP	1	0.04	0.00	0.04	0.00	-1	
1965982542	SMP	1	-1.21	0.00	-1.21	0.00	-1	
1966032529	SMP	1	0.00	0.00	0.00	0.00	-1	
1966082716	SMP	1	0.00	0.00	0.00	0.00	-1	
1966132622	SMP	1	0.00	0.00	0.00	0.00	-1	
1966182626	SMP	1	0.00	0.00	0.00	0.00	-1	
1966232625	SMP	1	0.00	0.00	0.00	0.00	-1	
1966282669	SMP	1	0.00	0.00	0.00	0.00	-1	
1966332691	SMP	1	0.00	0.00	0.00	0.00	-1	
1966382641	SMP	1	0.00	0.00	0.00	0.00	-1	
1966432713	SMP	1	0.00	0.00	0.00	0.00	-1	
1966483072	SMP	1	0.00	0.00	0.00	0.00	-1	
1966532874	SMP	1	0.00	0.00	0.00	0.00	-1	
1966582773	SMP	1	0.00	0.00	0.00	0.00	-1	
