## [iView]
## Converted from:	C:\Users\Langcog Admin\Desktop\ATT_WORD\NORM\data\2013_12_06_245-eye_data.idf
## Date:	06.12.2013 23:00:58
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	18359                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	2013_12_06_245                                                                                                                                                                                                                                                  
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
15026732326	SMP	1	483.67	687.49	483.67	687.49	-1	
15026740594	SMP	1	485.79	695.24	485.79	695.24	-1	
15026748794	SMP	1	494.14	688.05	494.14	688.05	-1	
15026757218	SMP	1	477.87	694.09	477.87	694.09	-1	
15026765572	SMP	1	489.86	698.47	489.86	698.47	-1	
15026773960	SMP	1	480.12	688.42	480.12	688.42	-1	
15026782193	SMP	1	487.58	663.18	487.58	663.18	-1	
15026790555	SMP	1	470.60	660.83	470.60	660.83	-1	
15026798928	SMP	1	485.58	650.64	485.58	650.64	-1	
15026807311	SMP	1	439.26	641.79	439.26	641.79	-1	
15026815548	SMP	1	469.87	675.11	469.87	675.11	-1	
15026823944	SMP	1	466.53	644.68	466.53	644.68	-1	
15026832309	SMP	1	476.00	673.76	476.00	673.76	-1	
15026840717	SMP	1	470.92	645.35	470.92	645.35	-1	
15026848927	SMP	1	480.66	653.61	480.66	653.61	-1	
15026857319	SMP	1	476.60	644.86	476.60	644.86	-1	
15026865689	SMP	1	476.78	655.07	476.78	655.07	-1	
15026874076	SMP	1	464.78	676.99	464.78	676.99	-1	
15026882340	SMP	1	456.46	661.52	456.46	661.52	-1	
15026890729	SMP	1	421.00	644.14	421.00	644.14	-1	
15026899089	SMP	1	478.61	651.35	478.61	651.35	-1	
15026907312	SMP	1	465.98	666.51	465.98	666.51	-1	
15026915724	SMP	1	470.70	675.33	470.70	675.33	-1	
15026924088	SMP	1	464.09	648.10	464.09	648.10	-1	
15026932467	SMP	1	470.81	671.97	470.81	671.97	-1	
15026940713	SMP	1	457.41	622.70	457.41	622.70	-1	
15026949085	SMP	1	434.42	649.79	434.42	649.79	-1	
15026957470	SMP	1	448.14	679.39	448.14	679.39	-1	
15026965803	SMP	1	441.46	647.90	441.46	647.90	-1	
15026974047	SMP	1	437.00	659.80	437.00	659.80	-1	
15026982436	SMP	1	438.52	668.32	438.52	668.32	-1	
15026990838	SMP	1	442.52	648.16	442.52	648.16	-1	
15026999213	SMP	1	434.49	639.64	434.49	639.64	-1	
15027007462	SMP	1	434.81	640.94	434.81	640.94	-1	
15027015821	SMP	1	436.25	657.98	436.25	657.98	-1	
15027024180	SMP	1	451.77	648.60	451.77	648.60	-1	
15027032431	SMP	1	452.97	652.96	452.97	652.96	-1	
15027040826	SMP	1	440.36	655.54	440.36	655.54	-1	
15027049172	SMP	1	444.76	645.91	444.76	645.91	-1	
15027057566	SMP	1	461.82	652.35	461.82	652.35	-1	
15027065797	SMP	1	461.00	650.15	461.00	650.15	-1	
15027074218	SMP	1	446.43	647.19	446.43	647.19	-1	
15027082551	SMP	1	461.85	642.35	461.85	642.35	-1	
15027090943	SMP	1	449.54	637.79	449.54	637.79	-1	
15027099197	SMP	1	462.58	651.93	462.58	651.93	-1	
15027107562	SMP	1	458.22	646.25	458.22	646.25	-1	
15027115911	SMP	1	455.40	650.47	455.40	650.47	-1	
15027124295	SMP	1	458.00	648.45	458.00	648.45	-1	
15027132549	SMP	1	456.73	651.73	456.73	651.73	-1	
15027140918	SMP	1	463.40	630.34	463.40	630.34	-1	
15027149297	SMP	1	456.32	651.16	456.32	651.16	-1	
15027165939	SMP	1	447.16	625.05	447.16	625.05	-1	
15027174288	SMP	1	456.24	640.00	456.24	640.00	-1	
15027182681	SMP	1	450.52	639.48	450.52	639.48	-1	
15027190918	SMP	1	448.21	661.44	448.21	661.44	-1	
15027199297	SMP	1	451.68	655.53	451.68	655.53	-1	
