## [iView]
## Converted from:	C:\Users\Langcog Admin\Desktop\ATT_WORD\NORM\data\2013_11_1_97-eye_data.idf
## Date:	01.11.2013 18:21:08
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	25169                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	2013_11_1_97                                                                                                                                                                                                                                                    
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
3232536104	SMP	1	180.37	567.90	180.37	567.90	-1	
3232544366	SMP	1	216.93	569.50	216.93	569.50	-1	
3232552732	SMP	1	159.76	572.79	159.76	572.79	-1	
3232561146	SMP	1	89.51	604.47	89.51	604.47	-1	
3232569461	SMP	1	104.08	649.54	104.08	649.54	-1	
3232577709	SMP	1	104.60	643.73	104.60	643.73	-1	
3232586094	SMP	1	80.11	647.08	80.11	647.08	-1	
3232594461	SMP	1	129.30	651.57	129.30	651.57	-1	
3232602700	SMP	1	107.96	651.61	107.96	651.61	-1	
3232611078	SMP	1	90.94	653.84	90.94	653.84	-1	
3232619464	SMP	1	93.87	654.55	93.87	654.55	-1	
3232627826	SMP	1	97.63	654.74	97.63	654.74	-1	
3232636081	SMP	1	103.16	654.94	103.16	654.94	-1	
3232644456	SMP	1	107.25	658.01	107.25	658.01	-1	
3232652827	SMP	1	100.76	657.78	100.76	657.78	-1	
3232661211	SMP	1	115.21	656.14	115.21	656.14	-1	
3232669501	SMP	1	102.54	657.41	102.54	657.41	-1	
3232677838	SMP	1	99.19	656.06	99.19	656.06	-1	
3232686287	SMP	1	86.70	655.07	86.70	655.07	-1	
3232694607	SMP	1	82.74	654.34	82.74	654.34	-1	
3232702871	SMP	1	93.63	655.11	93.63	655.11	-1	
3232711231	SMP	1	83.86	655.56	83.86	655.56	-1	
3232719565	SMP	1	96.47	657.51	96.47	657.51	-1	
3232727862	SMP	1	88.38	655.55	88.38	655.55	-1	
3232736200	SMP	1	108.02	656.23	108.02	656.23	-1	
3232744606	SMP	1	111.85	655.75	111.85	655.75	-1	
3232752980	SMP	1	71.56	656.40	71.56	656.40	-1	
3232761235	SMP	1	66.67	656.76	66.67	656.76	-1	
3232769600	SMP	1	93.31	658.80	93.31	658.80	-1	
3232778001	SMP	1	73.76	659.98	73.76	659.98	-1	
3232786355	SMP	1	146.64	661.50	146.64	661.50	-1	
