dataset_id,dataset_name,lab_dataset_id,cite,shortcite,dataset_aux_data
0,potter_canine,potter_canine,"Potter, C. E., & Lew-Williams, C. (2023). Frequent vs. infrequent words shape toddlers’ real-time sentence comprehension. Journal of Child Language, 1-11. doi:10.1017/S0305000923000387","Potter, C., & Lew-Williams, C. (2023)",NA
