## [iView]
## Converted from:	C:\Users\Langcog Admin\Desktop\ATT_WORD\v4\2013_08_01_240-eye_data.idf
## Date:	01.08.2013 19:38:30
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	25470                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	2013_08_01_240                                                                                                                                                                                                                                                  
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
6397835988	SMP	1	1364.80	490.31	1364.80	490.31	-1	
6397844348	SMP	1	1323.23	477.40	1323.23	477.40	-1	
6397852721	SMP	1	1389.09	489.19	1389.09	489.19	-1	
6397861074	SMP	1	1379.68	497.68	1379.68	497.68	-1	
6397869317	SMP	1	1395.93	495.30	1395.93	495.30	-1	
6397877681	SMP	1	1389.72	494.01	1389.72	494.01	-1	
6397886054	SMP	1	1380.52	497.67	1380.52	497.67	-1	
6397894434	SMP	1	1382.61	496.38	1382.61	496.38	-1	
6397902675	SMP	1	1387.49	504.18	1387.49	504.18	-1	
6397911056	SMP	1	1355.14	511.35	1355.14	511.35	-1	
6397919432	SMP	1	1394.50	509.28	1394.50	509.28	-1	
6397927675	SMP	1	1374.58	503.95	1374.58	503.95	-1	
6397936054	SMP	1	1383.39	503.76	1383.39	503.76	-1	
6397944417	SMP	1	1393.06	504.68	1393.06	504.68	-1	
6397952807	SMP	1	1382.12	507.17	1382.12	507.17	-1	
6397961052	SMP	1	1373.48	503.58	1373.48	503.58	-1	
6397969449	SMP	1	1381.86	514.13	1381.86	514.13	-1	
6397977854	SMP	1	1384.31	500.48	1384.31	500.48	-1	
6397986211	SMP	1	1398.82	506.61	1398.82	506.61	-1	
6397994419	SMP	1	1394.63	510.90	1394.63	510.90	-1	
6398002846	SMP	1	1377.44	500.80	1377.44	500.80	-1	
6398011207	SMP	1	1378.32	497.25	1378.32	497.25	-1	
6398019589	SMP	1	1382.80	496.96	1382.80	496.96	-1	
6398027833	SMP	1	1384.67	503.06	1384.67	503.06	-1	
6398036210	SMP	1	1377.08	501.34	1377.08	501.34	-1	
6398044584	SMP	1	1401.77	491.89	1401.77	491.89	-1	
6398052834	SMP	1	1363.90	433.41	1363.90	433.41	-1	
6398061203	SMP	1	1361.15	455.61	1361.15	455.61	-1	
6398069560	SMP	1	1360.21	443.68	1360.21	443.68	-1	
6398077952	SMP	1	1347.06	453.61	1347.06	453.61	-1	
6398086208	SMP	1	1348.01	449.40	1348.01	449.40	-1	
6398094583	SMP	1	1360.58	445.96	1360.58	445.96	-1	
6398102947	SMP	1	1348.74	441.98	1348.74	441.98	-1	
6398111285	SMP	1	1329.15	445.98	1329.15	445.98	-1	
6398119546	SMP	1	1338.38	444.61	1338.38	444.61	-1	
6398127914	SMP	1	1338.11	439.39	1338.11	439.39	-1	
6398136288	SMP	1	1342.53	434.94	1342.53	434.94	-1	
6398144660	SMP	1	1332.00	435.30	1332.00	435.30	-1	
6398152909	SMP	1	1341.04	437.18	1341.04	437.18	-1	
6398161291	SMP	1	1340.32	438.67	1340.32	438.67	-1	
6398169696	SMP	1	1328.96	434.53	1328.96	434.53	-1	
6398178038	SMP	1	1349.58	431.22	1349.58	431.22	-1	
6398186280	SMP	1	1373.71	428.85	1373.71	428.85	-1	
