dataset_id,dataset_name,lab_dataset_id,cite,shortcite
0,fmw_2013,fmw_2013,"Fernald, A., Marchman, V. A., & Weisleder, A. (2013). SES differences in language processing skill and vocabulary are evident at 18 months. Developmental Science, 16(2), 234-248",Fernald et al. (2013)
