dataset_id,dataset_name,lab_dataset_id,cite,shortcite,dataset_aux_data
0,perry_cowpig,perry_cowpig,"Perry, L. K., & Saffran, J. R. (2017). Is a pink cow still a cow? Individual differences in toddlers' vocabulary knowledge and lexical representations. Cognitive Science, 41(4), 1090-1105. doi: 10.1111/cogs.12370",Perry & Saffran (2017),NA
